"Instrument","InstrumentSub","Sector","Periode","waarde"
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2022-06",58301
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2022-07",58170
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2022-08",58696
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2022-09",58904
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2022-10",58758
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2022-11",59009
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2022-12",61122
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2023-01",62693
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2023-02",63626
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2023-03",64396
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2023-04",64863
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2023-05",65701
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2023-06",67177
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2023-07",68400
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2023-08",70018
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2023-09",71795
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2023-10",73761
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2023-11",75337
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2023-12",78870
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2024-01",82293
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2024-02",84770
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2024-03",86073
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2024-04",86876
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2024-05",87709
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2024-06",88748
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2024-07",89715
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2024-08",90196
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2024-09",90609
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2024-10",91319
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2024-11",91541
"Rekening courante tegoeden en spaargeld ","Deposito's met vaste looptijd (mln euro's) ","Huishoudens ","2024-12",91777
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","1998-12",38179
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","1999-03",39042
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","1999-06",44698
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","1999-09",42636
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","1999-12",42304
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2000-03",43443
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2000-06",47024
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2000-09",44753
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2000-12",44911
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2001-03",47195
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2001-06",50346
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2001-09",47381
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2001-12",50876
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2002-03",50203
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2002-06",55176
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2002-09",49988
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2002-12",50290
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2003-01",50679
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2003-02",51083
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2003-03",49782
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2003-04",49711
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2003-05",56672
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2003-06",53819
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2003-07",52221
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2003-08",51363
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2003-09",50636
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2003-10",50056
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2003-11",50118
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2003-12",49640
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2004-01",49936
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2004-02",49482
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2004-03",47923
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2004-04",48415
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2004-05",54522
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2004-06",52485
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2004-07",50124
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2004-08",48534
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2004-09",48759
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2004-10",49549
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2004-11",48934
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2004-12",49244
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2005-01",49846
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2005-02",49690
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2005-03",49425
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2005-04",50004
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2005-05",55725
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2005-06",54593
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2005-07",54110
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2005-08",51754
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2005-09",51929
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2005-10",51402
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2005-11",51571
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2005-12",52490
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2006-01",53661
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2006-02",53645
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2006-03",53383
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2006-04",54524
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2006-05",59270
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2006-06",57674
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2006-07",55894
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2006-08",54181
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2006-09",54203
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2006-10",53656
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2006-11",53667
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2006-12",53667
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2007-01",54645
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2007-02",55916
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2007-03",55906
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2007-04",57127
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2007-05",62133
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2007-06",61535
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2007-07",59406
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2007-08",58344
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2007-09",57719
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2007-10",57814
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2007-11",57813
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2007-12",56098
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2008-01",57623
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2008-02",56574
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2008-03",56749
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2008-04",57176
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2008-05",61697
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2008-06",60893
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2008-07",59663
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2008-08",56753
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2008-09",57422
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2008-10",56016
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2008-11",56181
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2008-12",54556
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2009-01",56344
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2009-02",56472
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2009-03",53943
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2009-04",54234
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2009-05",60362
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2009-06",58473
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2009-07",58094
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2009-08",56020
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2009-09",55422
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2009-10",55580
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2009-11",54630
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2009-12",54916
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2010-01",57690
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2010-02",57758
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2010-03",55060
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2010-04",54911
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2010-05",60238
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2010-06",60120
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2010-07",58642
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2010-08",56380
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2010-09",56350
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2010-10",56170
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2010-11",55870
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2010-12",55122
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2011-01",55809
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2011-02",55955
"Rekening courante tegoeden en spaargeld ","Girale deposito's (mln euro's) ","Huishoudens ","2011-03",55955
